KPI;year;scope;Mixite;Inclusion;Engagement;LSR;headcount;_paygap_pct;_femmes_mgt;_intensite
LSR;2024;CACEIS Group (FR + Lux);76.5;67.1;49.3;64.3;3925;9.29;39.75;0.985
